point_id,lon,lat,final_label,dryseason_blue,dryseason_green,dryseason_red,dryseason_rededge,dryseason_nir,dryseason_swir1,dryseason_swir2,ndvi_s1_land_prep_mar_apr,ndvi_s2_early_growth_may_jun,ndvi_s3_peak_growth_jun_sep,ndvi_s4_maturity_sep_oct,ndvi_s5_postharvest_dec_jan,ndvi_amplitude
1,8.716053678439806,7.995924346150204,cropland,0.0079500004649162,0.032999999821186,0.0268500000238418,0.0920000001788139,0.2790000140666961,0.1839500069618225,0.1011999994516372,0.4417870044708252,0.9040042161941528,0.7845425009727478,0.7914547324180603,0.8244237303733826,0.4622172117233276
2,8.684343148910386,7.946247510938392,vegetation_forest,0.0644999966025352,0.1048000007867813,0.147599995136261,0.2113000005483627,0.3140000104904175,0.3982999920845032,0.2976000010967254,0.2573110163211822,0.406801700592041,0.5768947601318359,0.4989023506641388,0.3604852855205536,0.3195837438106537
3,8.816036169562295,7.832430964440448,cropland,0.0333000011742115,0.069750003516674,0.0917500033974647,0.1466500014066696,0.2311500012874603,0.264299988746643,0.1678500026464462,0.1735287606716156,0.4716017842292785,0.7207356095314026,0.8010305166244507,0.4317125976085663,0.6275017261505127
8,8.778037433044062,7.753199556381105,cropland,0.0565499998629093,0.0921000018715858,0.125,0.1405500024557113,0.178749993443489,0.30239999294281,0.270550012588501,0.1650902926921844,0.2922143638134002,0.4817760288715362,0.6162315607070923,0.1769547164440155,0.4511412680149078
9,8.713358732587437,7.991432769729613,vegetation_forest,0.0360499992966651,0.0760999992489814,0.0926000028848648,0.1442999988794326,0.3113499879837036,0.2692500054836273,0.1817000061273574,0.3286861181259155,0.6868008971214294,0.7143203020095825,0.6722262501716614,0.5415273904800415,0.385634183883667
10,8.75575921399789,7.752211409568574,cropland,0.0359000004827976,0.0755999982357025,0.0986000001430511,0.1492000073194503,0.2822000086307525,0.3068000078201294,0.2356999963521957,0.3085435926914215,0.6211188435554504,0.7657657861709595,0.5073015689849854,0.4821428656578064,0.4572221934795379
11,8.577533461628576,7.916153948920396,vegetation_forest,0.0489999987185001,0.0854000002145767,0.1253000050783157,0.1615999937057495,0.2755999863147735,0.3386000096797943,0.2626999914646148,0.281409353017807,0.518499493598938,0.5793251991271973,0.6098231673240662,0.3749064207077026,0.3284138143062591
12,8.82079724056814,7.746192697164972,vegetation_forest,0.0544000007212162,0.0824000015854835,0.1206000000238418,0.1677999943494796,0.2599999904632568,0.3215000033378601,0.2203000038862228,0.1781022101640701,0.1973813474178314,0.5283706188201904,0.4694783687591553,0.3662637770175934,0.3502684235572815
13,8.812442908425822,7.763170856034833,vegetation_forest,0.0421000011265277,0.0798000022768974,0.1085999980568885,0.1600999981164932,0.2822999954223633,0.3242000043392181,0.2087000012397766,0.2734591364860534,0.4581463038921356,0.5903459191322327,0.6606990694999695,0.4443591833114624,0.387239933013916
14,8.756927023867235,7.943283070500797,cropland,0.0586999990046024,0.1009000018239021,0.1482000052928924,0.1782000064849853,0.2917999923229217,0.3603000044822693,0.2463999986648559,0.1622602492570877,0.3422950506210327,0.6369478106498718,0.696602463722229,0.3263636231422424,0.5343422293663025
15,8.716862162195525,7.91354883459644,vegetation_forest,0.0603500008583068,0.092749997973442,0.1369999945163726,0.1764499992132187,0.2522000074386596,0.380950003862381,0.3197500109672546,0.1815113127231598,0.2162296026945114,0.3602120578289032,0.3137697875499725,0.2959918081760406,0.1787007451057434
16,8.789985026322853,7.799372961984858,cropland,0.0217000003904104,0.049100000411272,0.0719999969005584,0.1158000007271766,0.2164999991655349,0.2513999938964844,0.1720000058412552,0.3181670606136322,0.5192943811416626,0.7010243535041809,0.7812995314598083,0.5008665919303894,0.4631324708461761
17,8.628827264351798,7.847881987327312,vegetation_forest,0.063799999654293,0.1136000007390976,0.152999997138977,0.183799996972084,0.3016000092029571,0.368800014257431,0.2678999900817871,0.1958315372467041,0.3666538894176483,0.4606451690196991,0.4482579231262207,0.3268807828426361,0.264813631772995
18,8.663951391960865,7.885790892317146,vegetation_forest,0.046849999576807,0.0856000036001205,0.1089000031352043,0.1544000059366226,0.2696999907493591,0.3404499888420105,0.2597500085830688,0.4261315166950226,0.5013123154640198,0.4390476047992706,0.4871453940868377,0.4247226417064667,0.0765896737575531
19,8.72674363032084,7.993319231826263,vegetation_forest,0.0496999993920326,0.0948000028729438,0.1488000005483627,0.1784999966621399,0.2529999911785126,0.3713999986648559,0.3179999887943268,0.2037670910358429,0.3377867937088012,0.2958325743675232,0.2366566061973571,0.2593329846858978,0.1340197026729583
20,8.76303556779925,7.979395344922409,cropland,0.0758000016212463,0.121799997985363,0.1852000057697296,0.222800001502037,0.3019999861717224,0.4199999868869781,0.3391000032424927,0.1140888407826423,0.2253349870443344,0.4278305768966675,0.5249176621437073,0.2397372424602508,0.4108288288116455
21,8.718479129706935,7.807367968013523,cropland,0.0722000002861023,0.1247999966144561,0.1863999962806701,0.2567000091075897,0.3143999874591827,0.4386000037193298,0.3233999907970428,0.1553045511245727,0.581270158290863,0.7011045813560486,0.558124840259552,0.2555910348892212,0.5458000302314758
22,8.81208358231217,7.947684815392989,cropland,0.0734499990940094,0.1162000000476837,0.1693000048398971,0.2027000039815902,0.2856999933719635,0.390749990940094,0.3287500143051147,0.1578522324562072,0.398499459028244,0.4543851912021637,0.4645328819751739,0.2558241486549377,0.3066806495189667
23,8.79151216230585,7.868992396504112,cropland,0.0549000017344951,0.09740000218153,0.1340000033378601,0.1886000037193298,0.2827999889850616,0.3905999958515167,0.3140000104904175,0.1687898188829422,0.2092023938894271,0.378867506980896,0.2889858186244964,0.3570057451725006,0.2100776880979538
24,8.661346277636937,7.760386078654065,cropland,0.0529000014066696,0.0856000036001205,0.1177000030875206,0.1641000062227249,0.2052000015974044,0.3429000079631805,0.2430000007152557,0.1634517908096313,0.5428458452224731,0.7197047472000122,0.4468418955802917,0.2709817290306091,0.5562529563903809
25,8.7822595148794,7.946337342466805,cropland,0.0793000012636184,0.1171000003814697,0.1577000021934509,0.1984499990940094,0.2811999917030334,0.4150499999523163,0.3397499918937683,0.1613658517599105,0.4970115125179291,0.5369685888290405,0.3424440622329712,0.2813852727413177,0.3756027221679687
26,8.580408070537743,7.944900038012221,cropland,0.0732000023126602,0.1181999966502189,0.1622000038623809,0.2166000008583068,0.3296000063419342,0.4138999879360199,0.2940999865531921,0.1356140673160553,0.4665465354919433,0.4094183146953583,0.3709198832511902,0.3403822779655456,0.330932468175888
27,8.621910236664093,7.783382949927528,cropland,0.0707999989390373,0.1169999986886978,0.1764000058174133,0.2185000032186508,0.3192000091075897,0.4054999947547912,0.2881999909877777,0.2103559821844101,0.3202048242092132,0.3643765747547149,0.599189281463623,0.2881355881690979,0.3888332843780517
28,8.797980032351518,7.854529520429793,cropland,0.069300003349781,0.1086999997496604,0.158500000834465,0.2002999931573867,0.2680499851703644,0.3996999859809875,0.3531999886035919,0.1201716884970665,0.36966273188591,0.492961585521698,0.4025691449642181,0.2568280100822449,0.3727898895740509
30,8.763215230856076,7.839437823656581,cropland,0.0539500005543231,0.0899500027298927,0.1252000033855438,0.1683499962091446,0.3148500025272369,0.3144499957561493,0.2352499961853027,0.3007456660270691,0.3258317112922668,0.2151649445295334,0.3729985952377319,0.4309737384319305,0.2158087939023971
31,8.573131716736384,7.966908762473139,cropland,0.061099998652935,0.1096000000834465,0.1599999964237213,0.2040999978780746,0.2834999859333038,0.39410001039505,0.2642000019550323,0.1487414240837097,0.4335812926292419,0.5947980880737305,0.6795738935470581,0.2784667313098907,0.5308324694633484
32,8.78037305278275,7.810781566093169,cropland,0.0592000000178813,0.0904000028967857,0.1361999958753585,0.1620000004768371,0.2259999960660934,0.3851999938488006,0.2818000018596649,0.1494785398244857,0.1332427114248275,0.6275738477706909,0.5954692363739014,0.2479293197393417,0.4943311214447021
33,8.791961319947916,7.815183310985361,cropland,0.062899999320507,0.0940499976277351,0.1369999945163726,0.1544000059366226,0.2427999973297119,0.3480499982833862,0.2487999945878982,0.1850394010543823,0.2289988249540329,0.5399252772331238,0.0925419703125953,0.2785676717758178,0.447383314371109
34,8.56001631358825,7.879772179913544,cropland,0.0359999984502792,0.0744000002741813,0.0857999995350837,0.1465000063180923,0.2698000073432922,0.3330999910831451,0.2552999854087829,0.2474085688591003,0.4647887349128723,0.5606327056884766,0.6649883389472961,0.5174353122711182,0.4175797700881958
35,8.663592065847212,7.762631866864368,cropland,0.0467000007629394,0.0874999985098838,0.1231999993324279,0.1794999986886978,0.2526000142097473,0.3535000085830688,0.26460000872612,0.1869688332080841,0.3693464398384094,0.4827500879764557,0.7024447917938232,0.3443321287631988,0.5154759883880615
36,8.798968179164035,7.988288666235192,cropland,0.0685999989509582,0.1154000014066696,0.1827999949455261,0.2336000055074691,0.326799988746643,0.4370999932289123,0.3210999965667724,0.1479955017566681,0.4226170778274536,0.6163676977157593,0.6279069781303406,0.2825745642185211,0.4799114763736725
38,8.720635086388825,7.773501481802214,cropland,0.0584000013768672,0.096400000154972,0.1389999985694885,0.1717499941587448,0.2516500055789947,0.3822500109672546,0.3059000074863434,0.2038216441869735,0.3562091290950775,0.5807023644447327,0.51171875,0.2883655726909637,0.3768807053565979
39,8.706890862541798,7.837281866974692,cropland,0.0553999990224838,0.094149999320507,0.13230000436306,0.194250002503395,0.3018999993801117,0.3874000012874603,0.2971499860286712,0.259497731924057,0.5637900829315186,0.5780611038208008,0.5800689458847046,0.3906033933162689,0.3205712139606476
40,8.567292667389609,7.758230121972176,built_up,0.0682500004768371,0.1084000021219253,0.1565999984741211,0.2030500024557113,0.26664999127388,0.3776499927043915,0.3022499978542328,0.2026578038930893,0.3536278307437897,0.4472318291664123,0.4969556927680969,0.2600117921829223,0.2942978739738464
41,8.595050609668903,7.906362312323495,built_up,0.0678000003099441,0.1132000014185905,0.1650000065565109,0.2004999965429306,0.2942000031471252,0.3939999938011169,0.3361999988555908,0.1895424574613571,0.3510815501213074,0.4739386737346649,0.3929961323738098,0.2813588678836822,0.284396231174469
43,8.555794231752884,7.76811159009749,built_up,0.0636000037193298,0.1014999970793724,0.1449999958276748,0.1749999970197677,0.2366999983787536,0.277099996805191,0.2464500069618225,0.1545567810535431,0.2617230117321014,0.2633934617042541,0.2461020499467849,0.2402410358190536,0.108836680650711
44,8.569718118656738,7.786257558836709,built_up,0.0582999996840953,0.101400002837181,0.1334999948740005,0.1872999966144561,0.3145999908447265,0.3307999968528747,0.2506499886512756,0.2004955410957336,0.2890738844871521,0.575864315032959,0.5712220668792725,0.4041508734226227,0.3753687739372253
45,8.565855362935025,7.786976211064001,built_up,0.0727500021457672,0.1089999973773956,0.1516000032424926,0.1555500030517578,0.2048999965190887,0.2747499942779541,0.243599995970726,0.1303890794515609,0.0952897742390632,0.1920546442270279,0.1621999144554138,0.1495091021060943,0.0967648699879646
46,8.564687553065653,7.767123443284959,built_up,0.1767999976873397,0.2005999982357025,0.2338999956846237,0.2576000094413757,0.2964999973773956,0.3019500076770782,0.2673499882221222,0.0762148275971412,0.046160701662302,0.0427774190902709,0.0801670923829078,0.1180241405963897,0.0752467215061187
47,8.590199707134673,7.86800424969158,built_up,0.0688999965786933,0.1129999980330467,0.1521999984979629,0.1768999993801117,0.2727000117301941,0.3375000059604645,0.2632000148296356,0.2343827933073043,0.2680871188640594,0.3193434476852417,0.3078583478927612,0.2835961580276489,0.0849606543779373
48,8.555614568696058,7.762452203807541,built_up,0.050500001758337,0.0926499962806701,0.1283500045537948,0.1855500042438507,0.2511500120162964,0.3032500147819519,0.2762500047683716,0.3539607226848602,0.4451403617858886,0.4068152904510498,0.3282374143600464,0.3235836625099182,0.1215566992759704
49,8.597026903293965,7.772782829574922,built_up,0.1207000017166137,0.1671999990940094,0.2408999949693679,0.2433999925851822,0.3549999892711639,0.4650000035762787,0.4210000038146972,0.0987278148531913,0.2864544987678528,0.3296870291233063,0.2558357417583465,0.1914750784635543,0.2309592068195343
50,8.55732136773588,7.755445344591408,built_up,0.0760499984025955,0.1308999955654144,0.2067500054836273,0.2369000017642974,0.2966000139713287,0.3961000144481659,0.3684000074863434,0.1512542366981506,0.1773798316717147,0.2094039618968963,0.194201648235321,0.1785040348768234,0.0581497251987457
51,8.559567155946183,7.769369231495261,built_up,0.0421000011265277,0.0692000016570091,0.0872500017285347,0.1195999979972839,0.1312499940395355,0.1889500021934509,0.1757999956607818,0.2029722332954406,0.2796531319618225,0.1617541164159774,0.1502698957920074,0.2013729661703109,0.129383236169815
52,8.55839934607684,7.75400804013681,built_up,0.1228000000119209,0.1847999989986419,0.2781000137329101,0.2833000123500824,0.3711999952793121,0.4612500071525574,0.4180499911308288,0.1095557808876037,0.1050793156027793,0.2351890951395034,0.2035561203956604,0.1433851569890976,0.1301097869873047
53,8.618227143999178,7.769099736910022,built_up,0.0768499970436096,0.1162000000476837,0.1474000066518783,0.1898999959230423,0.2696500122547149,0.3393000066280365,0.2790499925613403,0.1957129389047622,0.3008090257644653,0.2849002778530121,0.5237159132957458,0.2931303083896637,0.3280029892921448
54,8.569807950185151,7.72813655995418,built_up,0.0520999990403652,0.0872000008821487,0.1017000004649162,0.1469999998807907,0.2777999937534332,0.3152999877929687,0.2299000024795532,0.2977169156074524,0.4881472289562225,0.5329229831695557,0.5581277012825012,0.4640316069126129,0.2604107856750488
55,8.592984484515426,7.919208220886404,built_up,0.0920000001788139,0.1381999999284744,0.1635999977588653,0.1934999972581863,0.2563999891281128,0.3531000018119812,0.3016000092029571,0.1662230938673019,0.2607819437980652,0.2985986173152923,0.2561233639717102,0.2209523618221283,0.1323755234479904
56,8.57007744477039,7.780957498660399,built_up,0.0606000013649463,0.101000003516674,0.1165999993681907,0.1464000046253204,0.2635999917984009,0.2619999945163727,0.2074999958276748,0.2708933651447296,0.2611449658870697,0.4841713309288025,0.4841713309288025,0.3866386115550995,0.2230263650417328
57,8.55597389480971,7.751672420398108,built_up,0.062950000166893,0.1083000004291534,0.1642999947071075,0.2061000019311905,0.294400006532669,0.3560500144958496,0.2922999858856201,0.2639967501163482,0.3862786293029785,0.623596727848053,0.6400758028030396,0.2836276590824127,0.3760790526866913
58,8.566574015162303,7.754097871665223,built_up,0.0562999993562698,0.0907500013709068,0.1120999976992607,0.170750007033348,0.1744000017642974,0.3064000010490417,0.2591499984264374,0.1834443807601928,0.3220480680465698,0.2838844060897827,0.2829598784446716,0.2174520194530487,0.1386036872863769
59,8.568101151145328,7.758948774199467,built_up,0.0789500027894973,0.125,0.1764499992132187,0.2225500047206878,0.2924500107765198,0.3452000021934509,0.2842000126838684,0.1487743258476257,0.2375859469175338,0.3459240794181824,0.359502762556076,0.2473875284194946,0.2107284367084503
60,8.735906446218848,7.764248834375778,bare_land,0.146599993109703,0.2361000031232834,0.3321999907493591,0.3804500102996826,0.4196000099182129,0.6080999970436096,0.5614500045776367,0.0484402626752853,0.0667367279529571,0.0112540004774928,-0.2332657426595688,0.1162543520331382,0.3495200872421264
